HomeDetailID,PolicyID,PropertyAddress,PropertyType,PropertyValue,SquareFootage,YearBuilt,ConstructionType,RoofType,SecuritySystem,FloodZone
269,4906,"630 Ruiz Light Suite 822, Lake Brandon",Condo,697478.79,906,1967,Brick,,0,0
270,4910,"14022 Hernandez Garden Apt. 860, Lake Christophertown",Single-Family,471635.1,4072,1998,Wood,,1,1
271,4930,"630 James Ville Apt. 362, New Haleyhaven",Townhouse,717049.21,4030,2022,Wood,,1,0
272,4933,"5751 Martin Points, Ericksonmouth",Apartment,592869.58,2560,1995,Steel,,1,0
273,4936,"221 Stacey Wells, Janiceview",Single-Family,521279.3,1681,1954,Brick,,0,1
274,4943,"442 Whitney Mission, Port Tricia",Townhouse,502811.29,2410,1989,Wood,,1,1
275,4984,"93957 Myers Via Suite 703, Connieside",Condo,700410.83,1265,2024,Wood,,1,0
276,4997,"0951 Petersen Ferry Suite 081, Heatherchester",Multi-Family,331927.7,4348,2015,Steel,,0,0
277,5004,"7466 Brett Cape Apt. 455, East Isaac",Single-Family,287007.63,4409,1988,Steel,,1,0
278,5028,"676 Davis Hills, Ashleybury",Multi-Family,537251.05,4942,2000,Wood,,0,1
279,5068,"125 Rodney Knoll, North Dylan",Apartment,516232.93,819,1951,Steel,,1,1
280,5074,"736 Michelle Port, North Kimberly",Apartment,681343.14,1536,1968,Steel,,1,1
281,5089,"176 Young Fords, Cameronborough",Condo,542052.46,1344,1955,Wood,,1,1
282,5130,"904 Laura Fords, Lawsonmouth",Multi-Family,411889.04,2501,1956,Wood,,1,0
283,5142,"2689 Sullivan Stream Suite 124, Hernandezborough",Single-Family,260621.69,1255,2009,Steel,,1,0
284,5144,"5911 Reynolds Flats, North Michaelville",Single-Family,568138.3,3306,1982,Concrete,,1,1
285,5145,"905 Sonya Highway Apt. 178, Bakermouth",Apartment,202943.92,1089,1990,Brick,,1,0
286,5163,"51525 Richard Extensions, Johnsonfurt",Townhouse,797428.95,3515,2022,Steel,,1,1
287,5172,"10090 Alison Shore, Josephshire",Single-Family,228431.68,2132,2005,Brick,,1,1
288,5194,"49218 Cheyenne Centers, East Alan",Single-Family,464303.92,3043,1991,Brick,,1,0
289,5200,"6728 Bradley Landing, East Melissaton",Single-Family,502222.29,2989,1987,Brick,,1,0
290,5213,"562 William Cliff Apt. 007, New William",Single-Family,214767.2,4038,1979,Steel,,1,0
291,5228,"7924 Spencer Springs Suite 422, Burtonberg",Townhouse,608943.04,3689,1961,Concrete,,0,1
292,5256,"30592 Allen Tunnel, Lake Kirstenfurt",Multi-Family,380551.93,4222,1968,Brick,,1,0
293,5334,"639 Angela Drive Suite 560, Hollyview",Single-Family,335303.85,4001,2012,Steel,,0,1
294,5341,"67897 Kathy Ford, Jonesberg",Townhouse,274044.39,2431,1967,Brick,,0,1
295,5406,"8935 Jennifer Plaza, Whiteside",Townhouse,445078.7,2396,1991,Steel,,0,0
296,5410,"24378 Lisa Greens Suite 883, Lake Ricardo",Apartment,200707.94,2149,1974,Wood,,1,0
297,5411,"142 Hamilton Pines, Michaelland",Single-Family,737269.61,4842,1951,Wood,,0,1
298,5439,"527 Hopkins Way Apt. 642, South Donnachester",Multi-Family,156717.92,3796,1955,Steel,,1,1
299,5457,"7902 Wendy Walks, Madisonborough",Single-Family,263698.64,4159,1983,Concrete,,0,0
300,5474,"1185 West Common, Toddburgh",Apartment,330321.07,3626,1951,Brick,,0,1
301,5504,"11686 Christina Throughway, Ponceland",Multi-Family,367447.87,4642,2001,Concrete,,1,1
302,5512,"199 Lyons Squares, Stephenview",Apartment,387650.61,2995,1979,Concrete,,0,1
303,5518,"6274 Lucas Ports, Sharpstad",Condo,447524.13,3712,1975,Steel,,0,1
304,5522,"415 Jones Islands Suite 565, New Joshuaton",Condo,608978.82,2589,1952,Brick,,1,1
305,5533,"479 Franklin Summit Apt. 811, South Roberto",Single-Family,644574.69,1451,2001,Concrete,,1,1
306,5535,"78267 Cabrera Rue, Port Robertberg",Condo,204012.72,4358,1955,Concrete,,0,1
307,5553,"15126 King Trail Suite 969, Scottborough",Condo,347183.97,4543,1984,Brick,,0,0
308,5561,"59558 Deanna Rapids, Ochoaland",Single-Family,511101.37,4675,2010,Concrete,,1,0
309,5569,"605 Jones Ville Suite 977, Kurtberg",Single-Family,525632.37,3761,2007,Concrete,,0,1
310,5574,"71593 Alexander Plains Apt. 712, East Amyberg",Townhouse,319415.62,4791,2010,Concrete,,0,1
311,5606,"252 Jacob Ridge, South Kristina",Condo,483807.08,1070,1971,Steel,,0,0
312,5612,"84969 Philip Springs Apt. 808, West Anna",Single-Family,680017.22,2863,2008,Wood,,1,0
313,5623,"549 Barker Via Apt. 957, Christopherborough",Single-Family,756734.01,2494,2012,Brick,,1,1
314,5624,"916 Melissa Throughway, West Kayla",Condo,313868.55,858,2010,Concrete,,1,1
315,5645,"14043 Madison Turnpike, Lake Heidi",Condo,630160.4,1472,1996,Concrete,,0,1
316,5657,"73298 Wright Points, Lake Nicholeville",Single-Family,700226.75,4155,2011,Concrete,,0,0
317,5662,"32794 James Rapids, Angelaside",Single-Family,560519.72,2632,1963,Brick,,0,1
318,5668,"68968 Brown Summit, Wheelerton",Multi-Family,340687.72,4205,1955,Concrete,,1,0
319,5685,"822 Scott Island Apt. 552, Duncanchester",Multi-Family,185559.05,1067,1951,Concrete,,0,0
320,5734,"37009 Hughes Estates, Gonzaleztown",Condo,342678.9,4812,2010,Wood,,1,1
321,5741,"8493 Estrada Trail Suite 271, South Darrylside",Townhouse,219310.39,1496,1979,Concrete,,1,1
322,5751,"871 Angela Way Apt. 451, West Scottport",Apartment,647543.85,4633,1979,Wood,,0,1
323,5763,"96523 Meredith Court, South Nancy",Townhouse,781529.65,4986,1964,Steel,,1,0
324,5774,"51182 Heidi Common Apt. 154, New Marcushaven",Single-Family,776695.2,2640,1957,Concrete,,0,0
325,5787,"420 Ashley Heights, Courtneyshire",Condo,161121.59,2309,2006,Steel,,1,0
326,5802,"170 Peterson Mill, Lake Jennifer",Condo,232933.94,2162,1975,Brick,,1,0
327,5819,"09039 Jessica Parkways Suite 915, South Brian",Multi-Family,316715.65,2240,2024,Wood,,1,0
328,5857,"1450 Connie Bypass Suite 612, Thompsonmouth",Townhouse,671510.59,2370,2007,Wood,,1,0
329,5860,"467 Samuel Grove, East Julieborough",Condo,571057.5,2676,1962,Concrete,,1,0
330,5875,"16420 Davis Shore, Sharonshire",Multi-Family,717237.8,4068,2017,Wood,,0,0
331,5881,"92863 Rios Overpass Apt. 266, Lake Jessicabury",Townhouse,169387.62,1503,1962,Steel,,1,1
332,5902,"83480 Logan Turnpike Apt. 174, Freyshire",Multi-Family,772103.87,1970,1972,Wood,,0,0
333,5903,"57569 Nathan Loop, Edwardville",Single-Family,791998.3,3334,1983,Steel,,0,1
334,5906,"205 Timothy Roads, West Rebecca",Townhouse,283576.91,4222,1973,Concrete,,1,1
335,5941,"22106 Justin Branch, New Joshuafort",Condo,641642.83,1922,1977,Steel,,0,1
336,5961,"644 Baker Curve, South Bradybury",Condo,182157.35,4015,1973,Steel,,1,0
337,5977,"28079 David Squares, Cohenhaven",Apartment,241248.66,4498,1980,Steel,,0,1
338,5978,"56675 Matthew Dale, Lake Tinamouth",Condo,302887.52,3286,2005,Concrete,,1,1
339,6011,"431 Robert Fall Apt. 159, Castroberg",Apartment,474242.13,1355,1988,Concrete,,1,0
340,6015,"94537 Jason Plains Apt. 008, Rayton",Townhouse,172599.77,3593,1982,Wood,,0,1
341,6074,"081 Morgan Cove, Carriefurt",Townhouse,274921.05,996,2017,Steel,,1,0
342,6094,"283 Rollins Hills, Jacobsonmouth",Apartment,794013.29,2650,1954,Steel,,0,1
343,6097,"99048 Travis Squares, North Rachelville",Multi-Family,515508.42,1007,1993,Brick,,0,0
344,6106,"911 Laura Squares Apt. 710, East Stephanie",Townhouse,452557.22,3458,1968,Wood,,1,0
345,6172,"568 Madison Flat Apt. 509, South Timothychester",Single-Family,701417.1,2970,2023,Brick,,0,0
346,6208,"19041 Michael Plaza, Fischermouth",Multi-Family,477993.1,3573,1963,Wood,,1,1
347,6238,"057 Lisa Fords, Heathershire",Apartment,211962.93,3595,1965,Wood,,0,1
348,6276,"61831 Nicholas Mission, South Susanhaven",Townhouse,701764.89,1501,1995,Concrete,,1,1
349,6290,"2496 Martin Underpass Suite 390, North Edward",Multi-Family,248976.86,1351,1977,Brick,,1,0
350,6306,"434 Jackson View Suite 780, Tuckerfort",Multi-Family,539811.81,2864,1998,Brick,,1,0
351,6317,"188 Ortiz Springs, Christophermouth",Apartment,488711.57,3401,1968,Concrete,,1,1
352,6327,"25048 Richard Landing, Port Larry",Apartment,632878.42,4754,1989,Wood,,0,0
353,6337,"751 Shaw Falls Suite 302, Codybury",Multi-Family,465780.12,1632,2024,Brick,,0,1
354,6377,"7635 Kim Brooks Suite 308, Smithstad",Multi-Family,716546.27,1346,2007,Brick,,1,1
355,6415,"197 Thompson Court Suite 809, East Stuart",Condo,518868.74,2815,2016,Wood,,0,0
356,6424,"843 Parker Meadow Apt. 666, Lake Keith",Single-Family,501989.02,953,2000,Steel,,0,0
357,6447,"69108 Laurie Oval Apt. 744, South Justin",Apartment,660880.32,3494,1980,Steel,,0,1
358,6507,"07357 Jason Ford Suite 117, Garciaside",Townhouse,508677.07,4303,1981,Steel,,1,1
359,6541,"0131 Pamela Loaf, Wilkinsonton",Apartment,640157.25,4286,2001,Concrete,,1,0
360,6551,"317 Montgomery Hill Apt. 550, Kevinstad",Multi-Family,779108.1,3699,2014,Steel,,1,0
361,6561,"2119 Moss Dam Suite 198, Shermanport",Townhouse,524585.22,998,1970,Wood,,0,1
362,6569,"56319 Susan Course, Lake Wandaberg",Single-Family,331513.9,2971,2021,Concrete,,0,1
363,6573,"2941 Diaz Court Apt. 153, Marcusside",Apartment,793670.24,824,1950,Concrete,,1,1
364,6578,"4541 Brock Roads, Lake Shellyberg",Multi-Family,365428.4,2937,2010,Concrete,,1,0
365,6582,"71653 Garcia Brooks Suite 729, West Jason",Apartment,718897.52,4561,1951,Brick,,1,0
366,6589,"250 Annette Crest, Mitchellburgh",Multi-Family,794903.72,2115,1969,Brick,,1,0
367,6605,"70583 Stewart Isle Apt. 463, Ramirezmouth",Townhouse,275286.78,3079,1970,Steel,,1,1
368,6607,"379 Craig Plains, Thompsonhaven",Single-Family,644200.49,1457,1987,Steel,,0,0
369,6612,"600 Mike Heights, East Amber",Apartment,239242.05,1143,2007,Wood,,0,1
370,6614,"02404 Dana Pass Suite 952, New Jenniferchester",Apartment,551585.37,3353,1984,Brick,,1,1
371,6626,"4564 Durham View Apt. 265, Brandonfort",Condo,450487.5,830,1967,Brick,,1,1
372,6649,"85440 John Motorway Apt. 694, South Brenthaven",Multi-Family,561277.7,2608,2001,Steel,,1,1
373,6663,"11768 Austin Well, New Lindsayburgh",Townhouse,315675.73,2593,1982,Wood,,0,0
374,6674,"6287 Huerta Glens, Josefort",Condo,657375.48,3026,2020,Brick,,0,1
375,6720,"1147 Gallagher Lock Apt. 251, Laurashire",Apartment,406857.41,3184,1965,Steel,,1,0
376,6725,"677 Miller Plain Apt. 021, Lake Taylor",Multi-Family,648820.94,4089,2006,Wood,,0,0
377,6741,"372 Ryan Parks Apt. 634, Port Sherri",Multi-Family,511446.5,4353,2016,Concrete,,0,1
378,6804,"1723 Lucas Mission, Andersonchester",Condo,374110.97,1499,2014,Concrete,,1,1
379,6845,"02753 Fox Ports Suite 966, North Nancy",Townhouse,378039.16,1676,2022,Concrete,,1,0
380,6872,"03387 Matthew Fields Suite 512, Marietown",Single-Family,798879.42,1627,2000,Steel,,0,0
381,6882,"710 Michael Fort, West Jameschester",Single-Family,446612.74,3948,1979,Brick,,1,1
382,6890,"45060 Juan Field Suite 118, Richardfort",Apartment,672686.98,3956,2016,Brick,,1,0
383,6916,"58639 Tran Garden Suite 111, Knoxstad",Townhouse,631668.05,4298,1988,Brick,,1,0
384,6949,"794 Savannah Land, West Andrewton",Townhouse,735615.46,4859,2004,Steel,,1,1
385,6952,"58989 Hicks Brooks Apt. 025, New Kimberly",Townhouse,323790.23,3173,1989,Brick,,1,0
386,6960,"2713 Brown Junctions Suite 426, Edwardberg",Multi-Family,584141.89,1118,2022,Concrete,,1,1
387,6967,"446 Erika Underpass, North Ryanshire",Apartment,439359.87,2882,1975,Concrete,,1,0
388,6988,"4738 Parks Squares, Dominguezland",Single-Family,275553.54,3390,1980,Steel,,0,1
389,7017,"073 Schmidt Ranch Apt. 245, Lake Christinachester",Condo,517411.51,3197,2006,Concrete,,0,1
390,7064,"080 Mitchell Ranch Suite 066, Justinmouth",Multi-Family,177203.12,4208,1976,Concrete,,0,0
391,7140,"5255 Freeman Mountains Apt. 786, Wardview",Single-Family,579837.02,2142,2003,Steel,,0,1
392,7146,"0437 Rowland Circles, Fletchershire",Townhouse,616429.02,3788,1986,Steel,,1,1
393,7151,"5298 Judy Lodge, South Amber",Townhouse,798277.01,2650,1981,Wood,,1,1
394,7192,"5413 Hannah Way Apt. 310, Ingramhaven",Townhouse,673741.02,2487,1968,Steel,,1,1
395,7197,"13689 Brendan Shore Apt. 007, Harrisside",Apartment,750862.06,1021,1955,Concrete,,0,0
396,7218,"745 Alexander Skyway Apt. 472, Marshallport",Single-Family,728314.68,3302,2022,Steel,,0,0
397,7219,"367 Mathis Light, West Rogerfort",Single-Family,175109.27,2035,2003,Brick,,0,1
398,7252,"6197 Walter Fields, Penafurt",Single-Family,797228.31,4261,1952,Concrete,,0,1
399,7258,"1341 Foley Ville Apt. 732, East Hunterstad",Single-Family,601813.27,1119,1974,Steel,,1,1
400,7260,"987 Wood Brook, North Claudialand",Apartment,446923.48,4462,1982,Steel,,0,0
401,7263,"78034 Charles Roads Suite 853, Reyeschester",Apartment,623513.44,3590,1970,Wood,,1,0
402,7265,"2337 Taylor Fall Apt. 662, Lake Jesseville",Townhouse,594388.39,4027,1977,Concrete,,0,0
403,7313,"407 Chase Ridge, Amychester",Single-Family,316569.27,4650,1982,Steel,,1,1
404,7324,"512 Nicole Lodge, Mirandahaven",Townhouse,556685.58,912,1979,Steel,,1,1
405,7342,"263 Scott Avenue Apt. 318, Jacksonchester",Multi-Family,592581.18,1056,1960,Steel,,0,1
406,7361,"861 Moses Ferry, South Georgetown",Multi-Family,767469.54,4167,2001,Wood,,0,0
407,7379,"8896 Payne Falls Suite 508, Christineville",Multi-Family,624512.44,1954,2015,Steel,,1,0
408,7406,"268 William Shoals, Derekshire",Single-Family,186860.64,2646,1964,Concrete,,0,1
409,7420,"8373 Powell Islands Apt. 268, New Lauraton",Townhouse,355518.85,2640,2025,Brick,,0,0
410,7423,"2653 Brown Roads Apt. 764, East Tinaton",Townhouse,727049.29,2148,1986,Concrete,,1,1
411,7464,"0126 Yvonne Creek Suite 118, West Troy",Apartment,657453.31,3646,1982,Steel,,0,0
412,7467,"035 Karen Station, Dontown",Single-Family,678653.56,4327,2017,Steel,,0,1
413,7485,"80809 Kelly Pines, Lake Carolberg",Townhouse,479094.45,3268,1987,Concrete,,0,1
414,7503,"5129 Keith Ports, South Emma",Single-Family,610907.59,2719,1971,Brick,,0,0
415,7507,"2423 David Mall Apt. 796, Davischester",Apartment,654217.04,4566,1998,Steel,,1,1
416,7510,"4431 Lawson Glens, Larsenstad",Multi-Family,702655.55,1256,2018,Brick,,0,1
417,7540,"35207 Jeffrey Extension, Port Calebtown",Single-Family,455984.86,2155,1981,Wood,,0,0
418,7547,"66877 Beth Pine, Martinside",Condo,272113.03,2736,1969,Wood,,1,0
419,7572,"098 Margaret Stream Apt. 837, Lake Billy",Townhouse,285033.41,2871,1955,Brick,,0,1
420,7618,"02697 Stephen Tunnel Apt. 964, Lake Amanda",Apartment,169856.74,2349,1996,Brick,,1,1
421,7658,"5961 Victoria Mill Suite 991, Lake Tomside",Condo,538954.11,4744,1966,Concrete,,1,1
422,7666,"51511 Cody Parkway Apt. 701, Herreraview",Condo,264012.79,2196,1960,Wood,,0,1
423,7667,"36664 Cindy Falls, Nguyenborough",Single-Family,736369.11,1377,1971,Wood,,0,1
424,7671,"3007 Kelly Mountains Apt. 762, East Cindyshire",Condo,279526.45,1571,1959,Wood,,0,1
425,7684,"79714 Brent Loop, Burtonshire",Single-Family,753479.36,2851,1967,Brick,,1,0
426,7750,"829 Steven Highway Apt. 316, New Theodoreland",Townhouse,423928.87,1857,1971,Wood,,1,1
427,7765,"4263 John Throughway Apt. 880, Kaylahaven",Condo,495751.17,1041,1997,Concrete,,0,1
428,7798,"36961 Christopher Station Apt. 559, Barnesville",Townhouse,715852.96,2309,1978,Brick,,0,1
429,7799,"4711 Wendy Ford, Port Debra",Multi-Family,210147.97,2547,1962,Brick,,1,1
430,7835,"684 Jacqueline Cove Suite 288, Brownberg",Condo,193879.36,3705,1983,Brick,,1,1
431,7861,"6456 Moore Parkway Apt. 060, North Sarah",Townhouse,531165.9,3359,1972,Concrete,,1,0
432,7864,"899 Horne Pike, New Garymouth",Multi-Family,469024.43,2865,1973,Wood,,0,0
433,8000,"66536 Bishop Trafficway Apt. 323, Kochberg",Apartment,737248.37,1822,1985,Concrete,,0,0
434,8004,"5696 Lisa Summit Suite 367, Andreamouth",Condo,601470.57,1569,1978,Concrete,,0,0
435,8009,"56723 Carey Court Apt. 202, North Seanburgh",Single-Family,642080.85,4875,1952,Steel,,1,0
436,8053,"26211 Tina Islands, Lake Amanda",Condo,268032.27,3302,2017,Brick,,1,0
437,8074,"28720 Brandon Rapids, Melissastad",Townhouse,668950.07,2141,1961,Concrete,,1,1
438,8110,"12633 Maria Fields Apt. 934, Jasonfurt",Single-Family,395475.31,890,1977,Wood,,1,0
439,8129,"645 Castro Trail, Port Robertfort",Condo,678551.09,2604,1951,Concrete,,0,1
440,8168,"6521 Martin Rapids Suite 845, Amandaborough",Apartment,749260.08,4720,1980,Wood,,0,1
441,8172,"7261 Logan Key Apt. 053, Port Randytown",Single-Family,599576.1,919,1961,Steel,,0,1
442,8221,"1256 Jenkins Mill, West Josephton",Multi-Family,572998.09,994,2022,Steel,,0,0
443,8250,"94545 Rebecca Trafficway, New Austin",Condo,535819.64,3901,1953,Brick,,0,0
444,8252,"50590 Alexis Square, Romeroland",Condo,335797.79,4006,2017,Wood,,1,0
445,8256,"29674 Ho Shores, Acostaville",Condo,245048.04,4084,1992,Wood,,0,1
446,8282,"76149 Chloe Square, North Nicholasborough",Multi-Family,383684.22,3507,2008,Steel,,0,0
447,8337,"60510 Adkins Knoll, Watsonstad",Condo,194606.95,1901,1989,Brick,,1,0
448,8338,"78553 Castro Course Apt. 053, East Randy",Multi-Family,623334.12,4420,2020,Brick,,1,0
449,8343,"23899 Michael Avenue Suite 860, Lake Marioview",Condo,715176.0,1103,2021,Steel,,1,1
450,8478,"9911 Dawn Ramp Suite 177, Port Julia",Single-Family,792050.18,4997,2010,Concrete,,0,1
451,8494,"902 Lee Drive, Hectorbury",Condo,485051.0,4194,1962,Wood,,1,1
452,8536,"4989 Ross Place Suite 132, East Alexander",Apartment,594674.5,1564,1965,Brick,,1,0
453,8554,"7751 Jessica Street, Lake Adam",Apartment,417436.44,3075,1974,Steel,,1,1
454,8558,"361 Valdez Knolls Apt. 073, Yangbury",Condo,431713.99,3357,1954,Steel,,1,0
455,8582,"179 Corey Trace Apt. 722, New Jamesshire",Condo,643336.26,3421,1983,Steel,,1,1
456,8587,"7687 Ryan Isle, Bowenton",Single-Family,594631.08,4098,1996,Brick,,1,0
457,8589,"363 Smith Ranch, Johnsonburgh",Townhouse,230800.75,4436,2005,Concrete,,1,0
458,8621,"906 Salazar Brook, Pateltown",Apartment,458395.34,1102,1957,Wood,,0,0
459,8664,"39399 Melissa Roads, Thomasshire",Multi-Family,391283.82,4304,1988,Wood,,0,0
460,8702,"742 Joseph Inlet, Kimberlychester",Single-Family,254717.31,4484,2008,Concrete,,0,0
461,8815,"664 Graham Extensions Apt. 812, Hayleyport",Townhouse,290860.06,3688,2008,Brick,,1,1
462,8816,"419 Wendy Terrace, Mikechester",Apartment,552462.84,2524,2025,Concrete,,0,0
463,8848,"4146 Brian Inlet, Cantuview",Single-Family,328107.3,1642,1970,Steel,,1,0
464,8852,"863 Taylor Course, Williamstad",Single-Family,719548.04,4404,1976,Concrete,,1,0
465,8866,"00152 Kim Streets Suite 819, Sanchezstad",Single-Family,694155.05,1396,1973,Steel,,0,1
466,8885,"7028 Martin Forge, Debraview",Multi-Family,456939.12,2063,2003,Brick,,1,0
467,8887,"75828 Andrew Courts, Christensenfort",Townhouse,402212.07,4543,2000,Concrete,,1,1
468,8910,"6940 Mueller Lights Suite 418, Smithmouth",Single-Family,737336.66,1539,1989,Concrete,,1,1
469,8916,"86461 Gonzalez Square, Dickersontown",Condo,460597.76,3172,2021,Concrete,,1,1
470,8973,"99684 Ann Plaza, Port Kyle",Townhouse,398673.28,3796,2008,Concrete,,0,0
471,8975,"7506 Baird Hill Apt. 624, Joshuaside",Condo,561558.24,4983,1999,Brick,,0,1
472,8997,"51853 Maria Trail Apt. 733, South Lisaborough",Single-Family,199385.74,805,1981,Wood,,1,1
473,9001,"777 Erik Ridges Apt. 317, East George",Condo,484095.19,3289,1951,Wood,,0,0
474,9011,"683 Williams Fall Suite 670, Brittanybury",Multi-Family,466458.19,2687,1976,Wood,,1,0
475,9060,"43538 John Tunnel Apt. 526, North Joseph",Condo,553513.94,3374,2020,Concrete,,1,0
476,9093,"956 Wright Creek, Alanburgh",Multi-Family,218751.93,3068,2005,Brick,,1,1
477,9097,"06355 Burns Meadow Suite 421, Jeremyshire",Multi-Family,524944.55,1593,1991,Wood,,0,1
478,9117,"443 Travis Extension Apt. 074, Toddborough",Condo,491220.97,1198,2001,Concrete,,0,0
479,9122,"63205 Hammond Forge Apt. 604, Antonioside",Single-Family,296164.58,4729,2014,Steel,,1,0
480,9127,"84593 Rhonda Wells Apt. 917, West Pamelaview",Townhouse,646149.88,2349,1991,Wood,,0,1
481,9129,"995 Beard Meadow, Veronicatown",Single-Family,558605.09,2694,1994,Steel,,1,0
482,9151,"8171 Jessica Path Apt. 617, Gordonhaven",Condo,364814.58,1310,1968,Steel,,0,0
483,9156,"3251 Smith Ferry Apt. 986, Valdezmouth",Multi-Family,678823.45,3817,2018,Brick,,0,1
484,9157,"958 Timothy Plaza Suite 611, Port Shawn",Condo,424018.07,818,1988,Wood,,1,0
485,9165,"482 Cory Pines Apt. 965, New Allisonhaven",Townhouse,585139.78,4872,1980,Steel,,1,1
486,9214,"654 Stanley Overpass Suite 401, Clarkbury",Townhouse,410098.79,2302,1972,Brick,,1,0
487,9221,"58283 Lester Knoll, Port Angelaborough",Townhouse,398109.44,3984,2010,Wood,,0,0
488,9253,"612 Nathan Crossroad Suite 531, Port Taylor",Apartment,376495.97,2830,2010,Wood,,0,0
489,9289,"8324 Huerta Union Suite 467, Port Lisamouth",Condo,456077.36,1717,2005,Concrete,,1,0
490,9312,"981 Wheeler Estate Apt. 061, Joshuaborough",Multi-Family,734498.63,4338,2006,Concrete,,1,1
491,9338,"312 Richardson Path, North Spencer",Condo,376662.29,3178,1992,Wood,,0,0
492,9342,"510 Taylor Junction Suite 934, East Jessica",Townhouse,227478.4,3530,1965,Wood,,0,1
493,9368,"675 Sanchez Ferry, North Justin",Single-Family,237596.35,4445,1986,Wood,,1,1
494,9378,"6133 Jason Circles, Benjaminland",Apartment,573577.59,1752,1990,Brick,,0,0
495,9382,"272 Angela Garden, Brandonfurt",Multi-Family,278226.34,1748,1973,Concrete,,1,0
496,9400,"4994 Velazquez Land, West Elijahmouth",Apartment,733910.45,1822,2024,Steel,,1,0
497,9404,"4077 Becker Corners Apt. 639, South Stephaniemouth",Multi-Family,476158.62,3299,1961,Brick,,0,1
498,9445,"9239 Sanders Burgs Apt. 638, West Jeffrey",Single-Family,331799.05,1292,1974,Concrete,,0,1
499,9456,"83341 Butler Squares Apt. 268, Smithhaven",Condo,449463.32,4114,1971,Wood,,0,0
